"URL","Cena","Cena za m²","Adres","Powierzchnia (m²)","Liczba pokoi","Ogrzewanie","Rynek","Typ ogłoszeniodawcy","Rodzaj zabudowy","Rok budowy","Okna","Materiał budynku"
"https://www.otodom.pl/pl/oferta/5-pokojowy-dom-103m2-ogrodek-bez-prowizji-ID4t4x6","980 000 zł","9 515 zł/m²","Spacerowa, Dąbrowa Szlachecka, Czernichów, krakowski, małopolskie","103m²","5 pokoi","brak informacji","pierwotny","deweloper","brak informacji","2024","Brak danych","Brak danych"
"https://www.otodom.pl/pl/oferta/nowy-wolnostojacy-piekna-okolica-ID4wezj","1 100 000 zł","7 432 zł/m²","Ostropa, Gliwice, śląskie","148m²","4 pokoje","brak informacji","wtórny","biuro nieruchomości","wolnostojący","2022","Brak danych","Brak danych"
"https://www.otodom.pl/pl/oferta/5-pokojowy-dom-124m2-ogrodek-bezposrednio-ID4ubgr","769 000 zł","6 177 zł/m²","ul. Serdeczna, Zalasewo, Swarzędz, poznański, wielkopolskie","124.5m²","5 pokoi","brak informacji","pierwotny","deweloper","brak informacji","2025","Brak danych","Brak danych"
"https://www.otodom.pl/pl/oferta/zacisze-lipowa-dom-4-pok-c1-ID4weAQ","Brak danych","Brak danych","Dworska, Lipowa, Lipowa, żywiecki, śląskie","78.69m²","4 pokoje","brak informacji","pierwotny","deweloper","bliźniak","2025","Brak danych","Brak danych"
"https://www.otodom.pl/pl/oferta/5-pokojowy-dom-125m2-ogrodek-bez-posrednikow-ID4u9vl","Brak danych","Brak danych","ul. Beskidzka, Stare Moskule, Widzew, Łódź, łódzkie","125.09m²","5 pokoi","brak informacji","pierwotny","deweloper","brak informacji","2025","Brak danych","Brak danych"
"https://www.otodom.pl/pl/oferta/5-pokojowy-dom-92m2-ogrodek-bez-prowizji-ID4weU9","1 260 000 zł","13 604 zł/m²","ul. Kajetańska, Czechowice, Ursus, Warszawa, mazowieckie","92.62m²","5 pokoi","brak informacji","pierwotny","deweloper","brak informacji","2025","Brak danych","Brak danych"
"https://www.otodom.pl/pl/oferta/5-pokojowy-dom-92m2-ogrodek-bez-posrednikow-ID4weUg","Brak danych","Brak danych","ul. Kajetańska, Czechowice, Ursus, Warszawa, mazowieckie","92.62m²","5 pokoi","brak informacji","pierwotny","deweloper","brak informacji","2025","Brak danych","Brak danych"
"https://www.otodom.pl/pl/oferta/6-pokojowy-dom-178m2-ogrodek-bez-prowizji-ID4u9Kw","1 790 000 zł","10 025 zł/m²","ul. Kuropatwy, Mysiadło, Lesznowola, piaseczyński, mazowieckie","178.55m²","6 pokoi","gazowe","pierwotny","deweloper","szeregowiec","2025","Brak danych","Brak danych"
"https://www.otodom.pl/pl/oferta/5-pokojowy-dom-142m2-ogrodek-bez-posrednikow-ID4waj7","2 512 460 zł","17 681 zł/m²","ul. Piaseczyńska, Konstancin-Jeziorna, Konstancin-Jeziorna, piaseczyński, mazowieckie","142.1m²","5 pokoi","brak informacji","pierwotny","deweloper","brak informacji","2024","Brak danych","Brak danych"
"https://www.otodom.pl/pl/oferta/5-pokojowy-dom-92m2-ogrodek-bez-posrednikow-ID4weU1","Brak danych","Brak danych","ul. Kajetańska, Czechowice, Ursus, Warszawa, mazowieckie","92.62m²","5 pokoi","brak informacji","pierwotny","deweloper","brak informacji","2025","Brak danych","Brak danych"
"https://www.otodom.pl/pl/oferta/4-pokojowy-dom-113m2-ogrodek-bez-posrednikow-ID4ubMY","898 779 zł","7 937 zł/m²","ul. Przepiórki, Nowa Wola, Lesznowola, piaseczyński, mazowieckie","113.24m²","4 pokoje","brak informacji","pierwotny","deweloper","brak informacji","2026","Brak danych","Brak danych"
"https://www.otodom.pl/pl/oferta/4-pokojowy-dom-129m2-ogrodek-bez-prowizji-ID4uCgz","1 175 000 zł","9 041 zł/m²","ul. Droga Hrabska 5G, Falenty Nowe, Raszyn, pruszkowski, mazowieckie","129.96m²","4 pokoje","brak informacji","pierwotny","deweloper","brak informacji","2026","Brak danych","Brak danych"
"https://www.otodom.pl/pl/oferta/6-pokojowy-dom-148m2-ogrodek-bez-posrednikow-ID4uieV","Brak danych","Brak danych","Jeżdziecka, Bobrowiec, Piaseczno, piaseczyński, mazowieckie","148.77m²","6 pokoi","brak informacji","pierwotny","deweloper","brak informacji","2025","Brak danych","Brak danych"
"https://www.otodom.pl/pl/oferta/4-pokojowy-dom-107m2-ogrodek-bezposrednio-ID4u8VW","Brak danych","Brak danych","ul. Arkadii, Nadwiśle, Wawer, Warszawa, mazowieckie","107.62m²","4 pokoje","brak informacji","pierwotny","deweloper","brak informacji","2026","Brak danych","Brak danych"
"https://www.otodom.pl/pl/oferta/5-pokojowy-dom-131m2-ogrodek-bez-prowizji-ID4uhX9","1 149 000 zł","8 765 zł/m²","ul. Krótka, Stara Iwiczna, Lesznowola, piaseczyński, mazowieckie","131.09m²","5 pokoi","brak informacji","pierwotny","deweloper","brak informacji","2025","Brak danych","Brak danych"
"https://www.otodom.pl/pl/oferta/4-pokojowy-dom-134m2-ogrodek-bezposrednio-ID4u9Mo","1 099 000 zł","8 159 zł/m²","ul. Gostyńska, Kokoszki, Gdańsk, pomorskie","134.7m²","4 pokoje","brak informacji","pierwotny","deweloper","brak informacji","2027","Brak danych","Brak danych"
"https://www.otodom.pl/pl/oferta/4-pokojowy-dom-131m2-ogrodek-bez-posrednikow-ID4uwGs","1 085 000 zł","8 264 zł/m²","ul. Kampinoska, Ujeścisko-Łostowice, Gdańsk, pomorskie","131.3m²","4 pokoje","brak informacji","pierwotny","deweloper","brak informacji","2024","Brak danych","Brak danych"
"https://www.otodom.pl/pl/oferta/l-1-3-dom-z-wlasnym-ogrodem-w-cenie-mieszkania-ID4ua2Z","805 676 zł","7 600 zł/m²","Łukaszewska 42/44, Stare Moskule, Widzew, Łódź, łódzkie","106.01m²","4 pokoje","pompa ciepła","pierwotny","deweloper","szeregowiec","2026","Brak danych","Brak danych"
"https://www.otodom.pl/pl/oferta/5-pokojowy-dom-175m2-ogrodek-bez-prowizji-ID4ua3d","2 269 000 zł","12 966 zł/m²","ul. Borowiecka, Nadwiśle, Wawer, Warszawa, mazowieckie","175m²","5 pokoi","brak informacji","pierwotny","deweloper","brak informacji","2025","Brak danych","Brak danych"
"https://www.otodom.pl/pl/oferta/duze-gospodarstwo-rolne-w-kroscinie-malej-ID4weJZ","899 000 zł","5 726 zł/m²","Krościna Mała, Prusice, trzebnicki, dolnośląskie","157m²","5 pokoi","brak informacji","wtórny","biuro nieruchomości","brak informacji","Brak danych","Brak danych","Brak danych"
"https://www.otodom.pl/pl/oferta/3-pokojowy-dom-67m2-ogrodek-bezposrednio-ID4umKL","Brak danych","Brak danych","ul. Sympatyczna, Rajkowo, Kołbaskowo, policki, zachodniopomorskie","67.39m²","3 pokoje","brak informacji","pierwotny","deweloper","brak informacji","2026","Brak danych","Brak danych"
"https://www.otodom.pl/pl/oferta/5-pokojowy-dom-124m2-ogrodek-bez-prowizji-ID4ubgp","799 000 zł","6 418 zł/m²","ul. Serdeczna, Zalasewo, Swarzędz, poznański, wielkopolskie","124.5m²","5 pokoi","brak informacji","pierwotny","deweloper","brak informacji","2025","Brak danych","Brak danych"
"https://www.otodom.pl/pl/oferta/6-pokojowy-dom-161m2-ogrodek-bez-posrednikow-ID4ulau","2 916 256 zł","18 091 zł/m²","ul. Piaseczyńska, Konstancin-Jeziorna, Konstancin-Jeziorna, piaseczyński, mazowieckie","161.2m²","6 pokoi","brak informacji","pierwotny","deweloper","brak informacji","2024","Brak danych","Brak danych"
"https://www.otodom.pl/pl/oferta/5-pokojowy-dom-119m2-ogrodek-bez-prowizji-ID4w2M0","Brak danych","Brak danych","ul. Wiśniowa, Mokronos Dolny, Kąty Wrocławskie, wrocławski, dolnośląskie","119.28m²","5 pokoi","brak informacji","pierwotny","deweloper","brak informacji","2023","Brak danych","Brak danych"
"https://www.otodom.pl/pl/oferta/kwiatowa-lazy-dom-4-pok-1a-ID4sIRa","760 000 zł","7 913 zł/m²","ul. Kwiatowa, Łazy, Lesznowola, piaseczyński, mazowieckie","96.04m²","4 pokoje","brak informacji","pierwotny","deweloper","szeregowiec","Brak danych","plastikowe","Brak danych"
"https://www.otodom.pl/pl/oferta/5-pokojowy-dom-122m2-ogrodek-bezposrednio-ID4u9Go","Brak danych","Brak danych","Grodziska, Stara Wieś, Nadarzyn, pruszkowski, mazowieckie","122.47m²","5 pokoi","brak informacji","pierwotny","deweloper","brak informacji","2024","Brak danych","Brak danych"
"https://www.otodom.pl/pl/oferta/5-pokojowy-dom-134m2-ogrodek-bez-posrednikow-ID4uhjl","Brak danych","Brak danych","ul. Krótka, Głosków, Piaseczno, piaseczyński, mazowieckie","134m²","5 pokoi","brak informacji","pierwotny","deweloper","brak informacji","2025","Brak danych","Brak danych"
"https://www.otodom.pl/pl/oferta/4-pokojowy-dom-112m2-ogrodek-bez-posrednikow-ID4uNI7","1 129 000 zł","10 080 zł/m²","ul. Malwy, Nowa Wola, Lesznowola, piaseczyński, mazowieckie","112m²","4 pokoje","brak informacji","pierwotny","deweloper","brak informacji","2025","Brak danych","Brak danych"
"https://www.otodom.pl/pl/oferta/4-pokojowy-dom-91m2-ogrodek-bezposrednio-ID4uam2","775 000 zł","8 451 zł/m²","ul. Sadowa, Kolonia Brużyca, Aleksandrów Łódzki, zgierski, łódzkie","91.7m²","4 pokoje","pompa ciepła","pierwotny","deweloper","bliźniak","2025","Brak danych","Brak danych"
"https://www.otodom.pl/pl/oferta/piekna-dzialka-708m2-dom-wolnostojacy-302m2-ID4wd39","1 300 000 zł","4 305 zł/m²","ul. Źródlana 23, Rumia, wejherowski, pomorskie","302m²","7 pokoi","gazowe","wtórny","prywatny","wolnostojący","Brak danych","plastikowe","Brak danych"
"https://www.otodom.pl/pl/oferta/6-3q-2025-ID4weSd","1 555 000 zł","9 636 zł/m²","Turawska, Księże, Krzyki, Wrocław, dolnośląskie","161.37m²","6 pokoi","brak informacji","pierwotny","biuro nieruchomości","bliźniak","Brak danych","Brak danych","Brak danych"
"https://www.otodom.pl/pl/oferta/osiedle-modrzewiowe-wzgorze-dom-9-pok-c-3-ID4t6N4","Brak danych","Brak danych","ul. Ottona i Jana Pileckich, Słocina, Rzeszów, podkarpackie","166m²","9 pokoi","brak informacji","pierwotny","deweloper","szeregowiec","Brak danych","plastikowe","Brak danych"
"https://www.otodom.pl/pl/oferta/4-pokojowy-dom-111m2-ogrodek-bezposrednio-ID4u9Bs","Brak danych","Brak danych","ul. Kozielska, Wojska Polskiego, Gliwice, śląskie","111.97m²","4 pokoje","brak informacji","pierwotny","deweloper","brak informacji","2025","Brak danych","Brak danych"
"https://www.otodom.pl/pl/oferta/4-pokojowy-dom-95m2-ogrodek-bez-posrednikow-ID4ubdB","1 016 607 zł","10 700 zł/m²","ul. Michała Wołodyjowskiego, Maślice, Fabryczna, Wrocław, dolnośląskie","95.01m²","4 pokoje","brak informacji","pierwotny","deweloper","brak informacji","2026","Brak danych","Brak danych"
"https://www.otodom.pl/pl/oferta/dom-w-cenie-mieszkania-swietoszowka-ID4wf63","395 000 zł","4 158 zł/m²","ul. Sadowa, Świętoszówka, Jasienica, bielski, śląskie","95m²","2 pokoje","brak informacji","wtórny","biuro nieruchomości","wolnostojący","1959","Brak danych","Brak danych"
"https://www.otodom.pl/pl/oferta/blisko-plazy-25-pokoi-dzialka-1096m2-ID4wf3x","3 000 000 zł","4 615 zł/m²","ul. Rolna, Ustronie Morskie, Ustronie Morskie, kołobrzeski, zachodniopomorskie","650m²","10+ pokoi","gazowe kolektor słoneczny","wtórny","biuro nieruchomości","brak informacji","Brak danych","Brak danych","Brak danych"
"https://www.otodom.pl/pl/oferta/dom-w-cenie-mieszkania-tylko-6250-zl-m2-ID4troT","550 000 zł","6 250 zł/m²","Wołów, Wołów, wołowski, dolnośląskie","88m²","4 pokoje","pompa ciepła","pierwotny","biuro nieruchomości","bliźniak","2024","Brak danych","pustak"
"https://www.otodom.pl/pl/oferta/kamienica-na-borku-na-sprzedaz-firma-hostel-ID4we3O","6 700 000 zł","12 885 zł/m²","Borek, Krzyki, Wrocław, dolnośląskie","520m²","10+ pokoi","gazowe","wtórny","biuro nieruchomości","kamienica","1890","Brak danych","Brak danych"
"https://www.otodom.pl/pl/oferta/4-pokojowy-dom-84m2-ogrodek-bezposrednio-ID4u9NR","749 000 zł","8 816 zł/m²","ul. Poprzeczna, Lesznowola, Lesznowola, piaseczyński, mazowieckie","84.96m²","4 pokoje","brak informacji","pierwotny","deweloper","brak informacji","2025","Brak danych","Brak danych"
"https://www.otodom.pl/pl/oferta/wygodny-dom-do-wykonczenia-na-spokojnym-osiedlu-ID4weB0","269 000 zł","1 494 zł/m²","Szczebrzeszyn, Szczebrzeszyn, zamojski, lubelskie","180m²","5 pokoi","brak informacji","wtórny","biuro nieruchomości","brak informacji","Brak danych","drewniane","Brak danych"
"https://www.otodom.pl/pl/oferta/parterowy-dom-na-duzej-dzialce-nowe-ladne-osiedle-ID4weYn","480 000 zł","3 321 zł/m²","Dąbrówki, Czarna, łańcucki, podkarpackie","144.53m²","4 pokoje","brak informacji","wtórny","biuro nieruchomości","wolnostojący","2025","Brak danych","Brak danych"
"https://www.otodom.pl/pl/oferta/5-pokojowy-dom-131m2-ogrodek-bez-posrednikow-ID4uhX6","1 159 000 zł","8 841 zł/m²","ul. Krótka, Stara Iwiczna, Lesznowola, piaseczyński, mazowieckie","131.09m²","5 pokoi","brak informacji","pierwotny","deweloper","brak informacji","2025","Brak danych","Brak danych"
"https://www.otodom.pl/pl/oferta/5-pokojowy-dom-128m2-ogrodek-bez-prowizji-ID4u9Ot","649 000 zł","5 070 zł/m²","ul. Sosnowe Wzgórza, Bojano, Szemud, wejherowski, pomorskie","128m²","5 pokoi","brak informacji","pierwotny","deweloper","brak informacji","2025","Brak danych","Brak danych"
"https://www.otodom.pl/pl/oferta/sprzedam-1-2-domu-w-ostrodzie-ID4uNmy","660 000 zł","3 300 zł/m²","Ostróda, ostródzki, warmińsko-mazurskie","200m²","5 pokoi","gazowe","wtórny","biuro nieruchomości","brak informacji","Brak danych","drewniane","Brak danych"
"https://www.otodom.pl/pl/oferta/5-pokojowy-dom-93m2-ogrodek-bezposrednio-ID4ulVk","819 000 zł","8 716 zł/m²","ul. Janczewicka, Słomin, Raszyn, pruszkowski, mazowieckie","93.97m²","5 pokoi","brak informacji","pierwotny","deweloper","brak informacji","2026","Brak danych","Brak danych"
"https://www.otodom.pl/pl/oferta/6-pokojowy-dom-142m2-ogrodek-bez-prowizji-ID4ulNP","1 089 000 zł","7 637 zł/m²","ul. Krzywa, Jazgarzewszczyzna, Lesznowola, piaseczyński, mazowieckie","142.59m²","6 pokoi","brak informacji","pierwotny","deweloper","brak informacji","2026","Brak danych","Brak danych"
"https://www.otodom.pl/pl/oferta/4-pokojowy-dom-86m2-ogrodek-bezposrednio-ID4uBiN","749 000 zł","8 696 zł/m²","ul. Zielona, Podolszyn, Lesznowola, piaseczyński, mazowieckie","86.13m²","4 pokoje","brak informacji","pierwotny","deweloper","brak informacji","2025","Brak danych","Brak danych"
"https://www.otodom.pl/pl/oferta/klimatyczny-dom-w-zacisznej-okolicy-ID4tnzq","1 499 000 zł","9 553 zł/m²","Buchałowice, Kurów, puławski, lubelskie","156.92m²","4 pokoje","brak informacji","wtórny","biuro nieruchomości","wolnostojący","2020","Brak danych","Brak danych"
"https://www.otodom.pl/pl/oferta/dawne-gospodarstwo-blisko-centrum-dzialka-28-arow-ID4webt","550 000 zł","3 022 zł/m²","Strzegom, Strzegom, świdnicki, dolnośląskie","182m²","6 pokoi","piece kaflowe","wtórny","biuro nieruchomości","brak informacji","Brak danych","plastikowe","Brak danych"
"https://www.otodom.pl/pl/oferta/3-pokojowy-dom-105m2-ogrodek-bezposrednio-ID4uaq7","690 000 zł","6 567 zł/m²","ul. Zimowa, Nadolice Małe, Czernica, wrocławski, dolnośląskie","105.07m²","3 pokoje","brak informacji","pierwotny","deweloper","brak informacji","2025","Brak danych","Brak danych"
"https://www.otodom.pl/pl/oferta/4-pokojowy-dom-79m2-ogrodek-bezposrednio-ID4ulSG","709 000 zł","8 970 zł/m²","ul. Szklarniowa, Sulejówek, miński, mazowieckie","79.04m²","4 pokoje","brak informacji","pierwotny","deweloper","brak informacji","2026","Brak danych","Brak danych"
"https://www.otodom.pl/pl/oferta/4-pokojowy-dom-91m2-ogrodek-bez-prowizji-ID4umKG","Brak danych","Brak danych","ul. Sympatyczna, Rajkowo, Kołbaskowo, policki, zachodniopomorskie","91.57m²","4 pokoje","brak informacji","pierwotny","deweloper","brak informacji","2026","Brak danych","Brak danych"
"https://www.otodom.pl/pl/oferta/5-pokojowy-dom-92m2-ogrodek-bezposrednio-ID4uhjo","730 000 zł","7 891 zł/m²","ul. Krótka, Głosków, Piaseczno, piaseczyński, mazowieckie","92.51m²","5 pokoi","brak informacji","pierwotny","deweloper","brak informacji","2024","Brak danych","Brak danych"
"https://www.otodom.pl/pl/oferta/4-pokojowy-dom-91m2-ogrodek-bez-posrednikow-ID4unCJ","Brak danych","Brak danych","ul. Dąbrówki, Mysłowice, śląskie","91.9m²","4 pokoje","brak informacji","pierwotny","deweloper","brak informacji","2024","Brak danych","Brak danych"
"https://www.otodom.pl/pl/oferta/5-pokojowy-dom-131m2-ogrodek-bez-prowizji-ID4uhY4","1 159 000 zł","8 841 zł/m²","ul. Krótka, Stara Iwiczna, Lesznowola, piaseczyński, mazowieckie","131.09m²","5 pokoi","brak informacji","pierwotny","deweloper","brak informacji","2025","Brak danych","Brak danych"
"https://www.otodom.pl/pl/oferta/bez-prowizji-gospodarstwo-rolne-ID4wf6U","1 150 000 zł","9 020 zł/m²","Bożnów, Żagań, żagański, lubuskie","127.5m²","4 pokoje","brak informacji","wtórny","biuro nieruchomości","gospodarstwo","Brak danych","Brak danych","cegła"
"https://www.otodom.pl/pl/oferta/6-pokojowy-dom-181m2-ogrodek-bezposrednio-ID4u8EZ","1 603 800 zł","8 856 zł/m²","ul. Podróżnicza, Henryków, Białołęka, Warszawa, mazowieckie","181.1m²","6 pokoi","brak informacji","pierwotny","deweloper","brak informacji","2026","Brak danych","Brak danych"
"https://www.otodom.pl/pl/oferta/5-pokojowy-dom-133m2-ogrodek-bez-posrednikow-ID4u9Ho","Brak danych","Brak danych","ul. Kozielska, Wojska Polskiego, Gliwice, śląskie","133.53m²","5 pokoi","brak informacji","pierwotny","deweloper","brak informacji","2025","Brak danych","Brak danych"
"https://www.otodom.pl/pl/oferta/4-pokojowy-dom-95m2-ogrodek-bezposrednio-ID4u9US","959 000 zł","10 081 zł/m²","ul. Strażacka, Widawa, Psie Pole, Wrocław, dolnośląskie","95.13m²","4 pokoje","brak informacji","pierwotny","deweloper","brak informacji","2025","Brak danych","Brak danych"
"https://www.otodom.pl/pl/oferta/kameralne-osiedle-12-domow-5-pok-dom-31j-ID4uaww","Brak danych","Brak danych","ul. Żywiczna, Henryków, Białołęka, Warszawa, mazowieckie","152.48m²","5 pokoi","brak informacji","pierwotny","deweloper","brak informacji","2026","Brak danych","Brak danych"
"https://www.otodom.pl/pl/oferta/5-pokojowy-dom-137m2-ogrodek-bez-prowizji-ID4uPuP","1 199 000 zł","8 730 zł/m²","ul. Architektów, Duchnice, Ożarów Mazowiecki, warszawski zachodni, mazowieckie","137.35m²","5 pokoi","brak informacji","pierwotny","deweloper","brak informacji","2026","Brak danych","Brak danych"
"https://www.otodom.pl/pl/oferta/5-pokojowy-dom-146m2-ogrodek-bez-posrednikow-ID4ukYJ","1 187 000 zł","8 116 zł/m²","ul. Wiejska, Stare Gliwice, Gliwice, śląskie","146.26m²","5 pokoi","brak informacji","pierwotny","deweloper","brak informacji","2022","Brak danych","Brak danych"
"https://www.otodom.pl/pl/oferta/i5-2-dom-z-wlasnym-ogrodem-oddany-do-uzytku-ID4ua35","736 199 zł","7 100 zł/m²","Łukaszewska 42/44, Stare Moskule, Widzew, Łódź, łódzkie","103.69m²","5 pokoi","pompa ciepła","pierwotny","deweloper","szeregowiec","2023","Brak danych","Brak danych"
"https://www.otodom.pl/pl/oferta/7-pokojowy-dom-163m2-ogrodek-bez-prowizji-ID4umE6","4 130 000 zł","25 257 zł/m²","ul. Białego Dębu, Stegny, Mokotów, Warszawa, mazowieckie","163.52m²","7 pokoi","brak informacji","pierwotny","deweloper","brak informacji","2026","Brak danych","Brak danych"
"https://www.otodom.pl/pl/oferta/nieruchomosc-w-srodku-puszczy-niepolomickiej-ID4wePV","1 250 000 zł","15 625 zł/m²","Niepołomice, Niepołomice, wielicki, małopolskie","80m²","2 pokoje","brak informacji","wtórny","biuro nieruchomości","wolnostojący","Brak danych","drewniane","Brak danych"
"https://www.otodom.pl/pl/oferta/5-pokojowy-dom-121m2-ogrodek-bez-posrednikow-ID4uao6","Brak danych","Brak danych","ul. Słoneczna, Krupia Wólka, Prażmów, piaseczyński, mazowieckie","121.65m²","5 pokoi","brak informacji","pierwotny","deweloper","brak informacji","2025","Brak danych","Brak danych"
"https://www.otodom.pl/pl/oferta/zacisze-lipowa-dom-4-pok-a2-ID4weAZ","Brak danych","Brak danych","Dworska, Lipowa, Lipowa, żywiecki, śląskie","78.69m²","4 pokoje","brak informacji","pierwotny","deweloper","bliźniak","2025","Brak danych","Brak danych"
"https://www.otodom.pl/pl/oferta/5-pokojowy-dom-146m2-ogrodek-bezposrednio-ID4ukYH","Brak danych","Brak danych","ul. Wiejska, Stare Gliwice, Gliwice, śląskie","146.26m²","5 pokoi","brak informacji","pierwotny","deweloper","brak informacji","2022","Brak danych","Brak danych"
"https://www.otodom.pl/pl/oferta/widokowe-pietrzykowice-dom-z-garazem-ID4uO53","650 000 zł","5 392 zł/m²","Pietrzykowice, Łodygowice, żywiecki, śląskie","120.56m²","6 pokoi","brak informacji","pierwotny","biuro nieruchomości","wolnostojący","2025","Brak danych","Brak danych"
"https://www.otodom.pl/pl/oferta/dom-w-beskidach-pod-czantoria-ID4weX3","980 000 zł","6 533 zł/m²","Jury Gajdzicy, Cisownica, Goleszów, cieszyński, śląskie","150m²","4 pokoje","brak informacji","wtórny","biuro nieruchomości","wolnostojący","2013","Brak danych","Brak danych"
"https://www.otodom.pl/pl/oferta/5-pokojowy-dom-102m2-ogrodek-bezposrednio-ID4t4vZ","1 030 000 zł","10 026 zł/m²","Spacerowa, Dąbrowa Szlachecka, Czernichów, krakowski, małopolskie","102.73m²","5 pokoi","brak informacji","pierwotny","deweloper","brak informacji","2024","Brak danych","Brak danych"
"https://www.otodom.pl/pl/oferta/5-pokojowy-dom-145m2-ogrodek-bez-posrednikow-ID4uheS","842 970 zł","5 814 zł/m²","ul. Wrocławska, Miłoszyce, Jelcz-Laskowice, oławski, dolnośląskie","145m²","5 pokoi","brak informacji","pierwotny","deweloper","brak informacji","2025","Brak danych","Brak danych"
"https://www.otodom.pl/pl/oferta/dom-w-krakowie-z-trzema-oddzielnymi-mieszkaniami-ID4w8MZ","2 099 000 zł","9 102 zł/m²","ul. gen. Józefa Kustronia, Jugowice, Swoszowice, Kraków, małopolskie","230.6m²","8 pokoi","brak informacji","wtórny","biuro nieruchomości","wolnostojący","Brak danych","Brak danych","Brak danych"
"https://www.otodom.pl/pl/oferta/5-pokojowy-dom-146m2-ogrodek-bez-prowizji-ID4ukYB","Brak danych","Brak danych","ul. Wiejska, Stare Gliwice, Gliwice, śląskie","146.26m²","5 pokoi","brak informacji","pierwotny","deweloper","brak informacji","2022","Brak danych","Brak danych"
"https://www.otodom.pl/pl/oferta/i5-1-dom-w-cenie-mieszkania-z-ogrodem-oddany-ID4ua33","742 589 zł","7 100 zł/m²","Łukaszewska 42/44, Stare Moskule, Widzew, Łódź, łódzkie","104.59m²","5 pokoi","pompa ciepła","pierwotny","deweloper","szeregowiec","2023","Brak danych","Brak danych"
"https://www.otodom.pl/pl/oferta/domek-nad-jeziorem-uscie-lubuskie-inwestycja-ID4weKi","384 998 zł","7 700 zł/m²","Borówkowa, Uście, Kolsko, nowosolski, lubuskie","50m²","4 pokoje","brak informacji","pierwotny","biuro nieruchomości","wolnostojący","Brak danych","Brak danych","Brak danych"
"https://www.otodom.pl/pl/oferta/3-pokojowy-dom-67m2-ogrodek-bez-prowizji-ID4umKm","Brak danych","Brak danych","ul. Sympatyczna, Rajkowo, Kołbaskowo, policki, zachodniopomorskie","67.02m²","3 pokoje","brak informacji","pierwotny","deweloper","brak informacji","2026","Brak danych","Brak danych"
"https://www.otodom.pl/pl/oferta/5-pokojowy-dom-121m2-3-ogrodki-bezposrednio-ID4uo1N","1 283 829 zł","10 550 zł/m²","ul. Ruczajowa, Maślice, Fabryczna, Wrocław, dolnośląskie","121.69m²","5 pokoi","pompa ciepła","pierwotny","deweloper","brak informacji","2025","Brak danych","Brak danych"
"https://www.otodom.pl/pl/oferta/5-pok-parterowy-wolnostojacy-dom-1000m2-dzialka-ID4w31Y","940 000 zł","8 393 zł/m²","Złotokłos, Piaseczno, piaseczyński, mazowieckie","112m²","5 pokoi","pompa ciepła","pierwotny","biuro nieruchomości","wolnostojący","Brak danych","Brak danych","Brak danych"
"https://www.otodom.pl/pl/oferta/7-pokojowy-dom-163m2-ogrodek-bez-posrednikow-ID4umE9","4 270 000 zł","26 118 zł/m²","ul. Białego Dębu, Stegny, Mokotów, Warszawa, mazowieckie","163.49m²","7 pokoi","brak informacji","pierwotny","deweloper","brak informacji","2026","Brak danych","Brak danych"
"https://www.otodom.pl/pl/oferta/nowy-dom-w-centrum-chojnowa-ID4u2Tb","660 000 zł","6 595 zł/m²","ul. Ogrodowa, Chojnów, legnicki, dolnośląskie","100.07m²","7 pokoi","gazowe","pierwotny","prywatny","bliźniak","2024","Brak danych","Brak danych"
"https://www.otodom.pl/pl/oferta/wybierz-dom-w-kameralnej-czesci-kolobrzegu-ID4uzTt","1 292 304 zł","7 692 zł/m²","ul. Krzysztofa Kolumba, Kołobrzeg, kołobrzeski, zachodniopomorskie","168m²","5 pokoi","pompa ciepła","pierwotny","deweloper","bliźniak","2025","plastikowe","Brak danych"
"https://www.otodom.pl/pl/oferta/nowoczesny-dom-215m2-5-pokoi-exclusive-ID4u5ps","3 490 000 zł","16 233 zł/m²","Brzeziny, Białołęka, Warszawa, mazowieckie","215m²","5 pokoi","kominkowe
gazowe","wtórny","biuro nieruchomości","wolnostojący","2015","Brak danych","Brak danych"
"https://www.otodom.pl/pl/oferta/dom-w-cichej-malowniczej-miejscowosci-ID4wfki","380 000 zł","1 267 zł/m²","Połczyn-Zdrój, Połczyn-Zdrój, świdwiński, zachodniopomorskie","300m²","7 pokoi","piece kaflowe","wtórny","biuro nieruchomości","wolnostojący","1985","drewniane","cegła"
"https://www.otodom.pl/pl/oferta/dom-letniskowy-caloroczny-dzialka-3100m2-ID4uZhA","670 000 zł","9 571 zł/m²","Kadłubówka, Nowe Miasto, płoński, mazowieckie","70m²","3 pokoje","elektryczne
kominkowe","wtórny","prywatny","wolnostojący","2017","plastikowe","drewno"
"https://www.otodom.pl/pl/oferta/dom-duza-dzialka-przy-jeziorze-atrakcyjne-miejsce-ID4r3Dy","1 250 000 zł","8 929 zł/m²","ul. Klemensa Janickiego, Żnin, Żnin, żniński, kujawsko-pomorskie","140m²","9 pokoi","węglowe
gazowe","wtórny","prywatny","wolnostojący","1912","plastikowe","cegła"
"https://www.otodom.pl/pl/oferta/dom-w-zabudowie-blizniaczej-ID4uDVJ","690 000 zł","5 948 zł/m²","ul. Piekarska, Za Cukrownią, Lublin, lubelskie","116m²","6 pokoi","gazowe","wtórny","prywatny","bliźniak","1968","plastikowe","cegła"
